common_voice_uk_24017714.wav	ти розпитав як до туди їхати
common_voice_uk_24017716.wav	у поході брали участь князь андрій олександр так званий невський
common_voice_uk_24017717.wav	чого ради
common_voice_uk_24017732.wav	а петрос по-грецькому як камінь а від вітця твого
common_voice_uk_24017755.wav	годечан узяв піхву погодні заселив меч назад
common_voice_uk_24017768.wav	розумний кінці хвоста зав'язати
common_voice_uk_24017770.wav	хоч ближчі махнув до нього маленькі старчик удові непідперезаній сорок шість
common_voice_uk_24017771.wav	жону перепитав орест але гатило повторювати не любив
common_voice_uk_24017773.wav	зять княже до господа
common_voice_uk_24017774.wav	я єсмь великий княже
common_voice_uk_24017777.wav	то ти скіфів
common_voice_uk_24017778.wav	лізь речу заквапив товариш людота поза півгоні не зречуся стримане крякання
common_voice_uk_24017780.wav	дід покрутив підкову з усіх боків
common_voice_uk_24017783.wav	вишата розгубленому одне слово
common_voice_uk_24017788.wav	гримільда перебила його
common_voice_uk_24017790.wav	після трисідмичника що відбувся двадцять перший день старті оголосила
common_voice_uk_24017794.wav	так і
common_voice_uk_24017795.wav	тож замикалась одна з поміж служниць і поквапилася прибрати та рік
common_voice_uk_24017798.wav	хотів би море кпк та не відаю як вести подивилася на тата
common_voice_uk_24017799.wav	войславе
common_voice_uk_24017800.wav	там погано княже
common_voice_uk_24017801.wav	це велить покон скіфів
common_voice_uk_24017804.wav	грати підеш зі мною сьогодні купала
common_voice_uk_24017806.wav	одну здивувалася полонянка
common_voice_uk_24017813.wav	піди гукни
common_voice_uk_24017828.wav	шумило жиє
common_voice_uk_24017829.wav	і нарешті таки зловчився поставити ногу на стремено та людота схопив коня за вузду
common_voice_uk_24017830.wav	лев заходився допитуватись
common_voice_uk_24017852.wav	та куди ти зажди-но на якась
common_voice_uk_24017853.wav	коли великий князь київський не захоче то ніхто не зможе вмовити його
common_voice_uk_24017854.wav	годой сидів як неживий поганці знущалися з його віри
common_voice_uk_24017856.wav	коли відповідає тобі щось ти не говорити-ймеш за мною так
common_voice_uk_24017872.wav	візьми княже гатила цей меч і вдарив ним камінь дикий
common_voice_uk_24017874.wav	гано ліпше відає він ходив у такій країні
common_voice_uk_24017875.wav	тес великий князь витичівський
common_voice_uk_24017891.wav	але вкривши чорне волосся змушував ковпаком він таки пішов осідлати коня тихо ворушачи губами
common_voice_uk_24017892.wav	ні землю не треба дай лише словах
common_voice_uk_24017893.wav	киянка єс
common_voice_uk_24017895.wav	вуйко
common_voice_uk_24017906.wav	потому думка навернулася на старе коваль стоян порадив до єс ходити до старця славути
common_voice_uk_24017907.wav	сватоплук знову впорався зі своїми молодшими і відповів
common_voice_uk_24017908.wav	пощо так
common_voice_uk_24017912.wav	що вони чинять
common_voice_uk_24017915.wav	трьох
common_voice_uk_24017930.wav	а ти вмієш
common_voice_uk_24017931.wav	іменно моє знаєш
common_voice_uk_24018010.wav	вмію відповів той один граматик показав константиновому городі пощо питаєш
common_voice_uk_24018013.wav	ах ти невіголосе
common_voice_uk_24018015.wav	нек і сказав аж тепер погода і княгиня теж повторила
common_voice_uk_24018016.wav	коли знаєш по-русинському
common_voice_uk_24018019.wav	мабуть усе інших тут городів не виджу а бути то то єсть заграти їх ніч
common_voice_uk_24018022.wav	час княже
