common_voice_uk_24017714.wav	тис розпитав як дотуду їхати
common_voice_uk_24017716.wav	в поході брали участь князі андрій і олександр так званий невський
common_voice_uk_24017717.wav	чого ради
common_voice_uk_24017732.wav	а петрос погрецькому є камінь а вітця твого
common_voice_uk_24017755.wav	годечан узяв піхво й поволі засилив меч назад
common_voice_uk_24017768.wav	розумний єси кітці хвоста завязати
common_voice_uk_24017770.wav	ходь ближчій махнув до нього маленький старчик у довгій непідперезаній сорочці
common_voice_uk_24017771.wav	жону перепитав орест але гатило повторювати не любив
common_voice_uk_24017773.wav	зайдь княже до господи
common_voice_uk_24017774.wav	я єсмь великий княже
common_voice_uk_24017777.wav	то ти скіф єси
common_voice_uk_24017778.wav	лізь речу заквапив товариша людота бо за півгоні внизу чулося стримане крякання
common_voice_uk_24017780.wav	дід покрутив підкову з усіх боків
common_voice_uk_24017783.wav	вишата розгублено мовив одне слово
common_voice_uk_24017788.wav	гримільда перебила його
common_voice_uk_24017790.wav	після трисідмичника що відбувсь у двадцять перший день старці оголосили
common_voice_uk_24017794.wav	так є га
common_voice_uk_24017795.wav	та се замикалась одна зпоміж служниць і поквапилася прибрати таріль
common_voice_uk_24017798.wav	хотів бим ректи та не відаю як бисте подивилися на тоте
common_voice_uk_24017799.wav	войславе
common_voice_uk_24017800.wav	там погано княже
common_voice_uk_24017801.wav	се велить покон скіфів
common_voice_uk_24017804.wav	а грати підеш зі мною сьогодні купала
common_voice_uk_24017806.wav	одну здивувалася полонянка
common_voice_uk_24017813.wav	піди гукни
common_voice_uk_24017828.wav	шумило жиє
common_voice_uk_24017829.wav	й нарештітаки зловчився поставити ногу на стремено та людота вхопив коня за вузду
common_voice_uk_24017830.wav	лев заходився допитуватись
common_voice_uk_24017852.wav	та куди ти заждино не лякайсь
common_voice_uk_24017853.wav	коли великий князь київський не захоче то ніхто не зможе вмовити його
common_voice_uk_24017854.wav	годой сидів як неживий поганці знущалися з його віри
